Acesse o contrato na íntegra,CNPJ da empresa,CNPJ do Consórcio,Cliente,Compartilhado com outros projetos?,Consórcio,Data de assinatura,Empresa,Esfera do cliente,Fim da vigência,Líder do consórcio,N˚ do contrato,Objeto,Participação no consórcio,Serviço Contratado,Valor Estimado por empresa (R$),Valor Global (R$),grupo
,19.222.619/0001-79,,,,,,"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS",,,Não,,,"23,74%",,"1.109.916,12",,
,71.740.294/0001-36,,,,,,UNA PARTNERS ECONOMIA E FINANCAS LTDA,,,Não,,,"41,47%",,"1.938.846,73",,
,30.711.044/0001-90,,,,,,INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA,,,Sim,,,"17,82%",,"833.138,38",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005530.zip,46.233.655/0001-00,52.750.793/0001-60,MUNICIPIO DE RIO DE JANEIRO,Sim,CONSORCIO RENOVA PARQUES,23/06/2023,ABICOM & CIA LTDA,Municipal,22/06/2027,Não,0164/2023,"Prestação de serviços necessários para: estruturação de projetos visando à concessão de serviços públicos ou de uso de bem público em parques no Município do Rio de Janeiro / RJ, abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos e de educação ambiental, e prevendo ainda o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos, o desenvolvimento socioeconômico das comunidades de entorno através do turismo sustentável, garantindo a preservação e conservação ambiental destas Unidades.","16,97%",Serviço Único,"793.398,34","4.675.299,56",PARQUES RJ - TOM JOBIM/LAGOA
,19.222.619/0001-79,,,,,,"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS",,,Não,,,"23,74%",,"1.109.916,12",,
,71.740.294/0001-36,,,,,,UNA PARTNERS ECONOMIA E FINANCAS LTDA,,,Não,,,"41,47%",,"1.938.846,73",,
,30.711.044/0001-90,,,,,,INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA,,,Sim,,,"17,82%",,"833.138,38",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004596.zip,26.288.600/0001-90,41.738.118/0001-07,ESTADO DO RIO GRANDE DO SUL,Sim,CONSORCIO ARAUCARIAS - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0004/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Caracol, Delta do Jacuí, Tainhas, Turvo e o Jardim Botânico de Porto Alegre - do Estado do Rio Grande do Sul nos termos da RFP nº 05/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","27,85%",Serviço Único,"439.330,47","1.577.488,22",PARQUES RS - CARACOL/TAINHAS (2)
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"17,90%",,"282.370,39",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"23,20%",,"365.977,27",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"31,05%",,"489.810,09",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004596.zip,26.288.600/0001-90,41.738.118/0001-07,ESTADO DO RIO GRANDE DO SUL,Sim,CONSORCIO ARAUCARIAS - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0004/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Caracol, Delta do Jacuí, Tainhas, Turvo e o Jardim Botânico de Porto Alegre - do Estado do Rio Grande do Sul nos termos da RFP nº 05/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","27,85%",Serviço Único,"439.330,47","1.577.488,22",PARQUES RS - DELTA DO JACUÍ
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"17,90%",,"282.370,39",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"23,20%",,"365.977,27",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"31,05%",,"489.810,09",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004596.zip,26.288.600/0001-90,41.738.118/0001-07,ESTADO DO RIO GRANDE DO SUL,Sim,CONSORCIO ARAUCARIAS - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0004/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Caracol, Delta do Jacuí, Tainhas, Turvo e o Jardim Botânico de Porto Alegre - do Estado do Rio Grande do Sul nos termos da RFP nº 05/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","27,85%",Serviço Único,"439.330,47","1.577.488,22",PARQUES RS - JARDIM BOTÂNICO
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"17,90%",,"282.370,39",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"23,20%",,"365.977,27",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"31,05%",,"489.810,09",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004596.zip,26.288.600/0001-90,41.738.118/0001-07,ESTADO DO RIO GRANDE DO SUL,Sim,CONSORCIO ARAUCARIAS - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0004/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Caracol, Delta do Jacuí, Tainhas, Turvo e o Jardim Botânico de Porto Alegre - do Estado do Rio Grande do Sul nos termos da RFP nº 05/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","27,85%",Serviço Único,"439.330,47","1.577.488,22",PARQUES RS - TURVO
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"17,90%",,"282.370,39",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"23,20%",,"365.977,27",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"31,05%",,"489.810,09",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004556.zip,03.552.499/0001-38,40.343.610/0001-02,ESTADO DE SANTA CATARINA,Sim,CONSORCIO MODELAGEM PARQUES BLOCO 3,11/01/2021,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,Estadual,10/07/2023,Não,0006/2021,"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Ibitipoca, do Rio Doce, do Biribiri, do Itacolomi, Serra do Rola-Moça, do Rio Preto e Pico do Itambé (MG), da Serra do Tabuleiro, da Serra Furada, Fritz Plaumann, Rio Canoas e do Acaraí (SC) nos termos da RFP nº 07/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","21,00%",Serviço Único,"589.156,62","2.805.507,71",PARQUES SC - ACARAÍ
,18.865.283/0001-08,,,,,,VIANA CASTRO ADVOGADOS,,,Não,,,"22,00%",,"617.211,70",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"57,00%",,"1.599.139,39",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004556.zip,03.552.499/0001-38,40.343.610/0001-02,ESTADO DE SANTA CATARINA,Sim,CONSORCIO MODELAGEM PARQUES BLOCO 3,11/01/2021,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,Estadual,10/07/2023,Não,0006/2021,"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Ibitipoca, do Rio Doce, do Biribiri, do Itacolomi, Serra do Rola-Moça, do Rio Preto e Pico do Itambé (MG), da Serra do Tabuleiro, da Serra Furada, Fritz Plaumann, Rio Canoas e do Acaraí (SC) nos termos da RFP nº 07/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","21,00%",Serviço Único,"589.156,62","2.805.507,71",PARQUES SC - FRITZ PLAUMANN
,18.865.283/0001-08,,,,,,VIANA CASTRO ADVOGADOS,,,Não,,,"22,00%",,"617.211,70",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"57,00%",,"1.599.139,39",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004556.zip,03.552.499/0001-38,40.343.610/0001-02,ESTADO DE SANTA CATARINA,Sim,CONSORCIO MODELAGEM PARQUES BLOCO 3,11/01/2021,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,Estadual,10/07/2023,Não,0006/2021,"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Ibitipoca, do Rio Doce, do Biribiri, do Itacolomi, Serra do Rola-Moça, do Rio Preto e Pico do Itambé (MG), da Serra do Tabuleiro, da Serra Furada, Fritz Plaumann, Rio Canoas e do Acaraí (SC) nos termos da RFP nº 07/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","21,00%",Serviço Único,"589.156,62","2.805.507,71",PARQUES SC - RIO CANOAS
,18.865.283/0001-08,,,,,,VIANA CASTRO ADVOGADOS,,,Não,,,"22,00%",,"617.211,70",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"57,00%",,"1.599.139,39",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004556.zip,03.552.499/0001-38,40.343.610/0001-02,ESTADO DE SANTA CATARINA,Sim,CONSORCIO MODELAGEM PARQUES BLOCO 3,11/01/2021,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,Estadual,10/07/2023,Não,0006/2021,"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Ibitipoca, do Rio Doce, do Biribiri, do Itacolomi, Serra do Rola-Moça, do Rio Preto e Pico do Itambé (MG), da Serra do Tabuleiro, da Serra Furada, Fritz Plaumann, Rio Canoas e do Acaraí (SC) nos termos da RFP nº 07/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","21,00%",Serviço Único,"589.156,62","2.805.507,71",PARQUES SC - SERRA DO TABULEIRO
,18.865.283/0001-08,,,,,,VIANA CASTRO ADVOGADOS,,,Não,,,"22,00%",,"617.211,70",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"57,00%",,"1.599.139,39",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004556.zip,03.552.499/0001-38,40.343.610/0001-02,ESTADO DE SANTA CATARINA,Sim,CONSORCIO MODELAGEM PARQUES BLOCO 3,11/01/2021,URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA,Estadual,10/07/2023,Não,0006/2021,"Prestação de serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais do Ibitipoca, do Rio Doce, do Biribiri, do Itacolomi, Serra do Rola-Moça, do Rio Preto e Pico do Itambé (MG), da Serra do Tabuleiro, da Serra Furada, Fritz Plaumann, Rio Canoas e do Acaraí (SC) nos termos da RFP nº 07/2020 – AGOV/BNDES abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","21,00%",Serviço Único,"589.156,62","2.805.507,71",PARQUES SC - SERRA FURADA
,18.865.283/0001-08,,,,,,VIANA CASTRO ADVOGADOS,,,Não,,,"22,00%",,"617.211,70",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"57,00%",,"1.599.139,39",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005963.zip,14.171.693/0001-90,55.607.777/0001-00,ESTADO DE SAO PAULO,Sim,CONSORCIO DE ESTRUTURACAO DE PARQUES,13/06/2024,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,Estadual,12/06/2029,Não,0197/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.","20,00%",Serviço Único,"3.074.024,63","15.370.123,16",PARQUES SP - BELÉM - MANOEL PITTA
,03.902.914/0001-36,,,,,,CREATO CONSULTORIA E PROJETOS LTDA,,,Sim,,,"80,00%",,"12.296.098,53",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005963.zip,14.171.693/0001-90,55.607.777/0001-00,ESTADO DE SAO PAULO,Sim,CONSORCIO DE ESTRUTURACAO DE PARQUES,13/06/2024,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,Estadual,12/06/2029,Não,0197/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.","20,00%",Serviço Único,"3.074.024,63","15.370.123,16",PARQUES SP - GUARAPIRANGA
,03.902.914/0001-36,,,,,,CREATO CONSULTORIA E PROJETOS LTDA,,,Sim,,,"80,00%",,"12.296.098,53",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005963.zip,14.171.693/0001-90,55.607.777/0001-00,ESTADO DE SAO PAULO,Sim,CONSORCIO DE ESTRUTURACAO DE PARQUES,13/06/2024,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,Estadual,12/06/2029,Não,0197/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.","20,00%",Serviço Único,"3.074.024,63","15.370.123,16",PARQUES SP - JUVENTUDE
,03.902.914/0001-36,,,,,,CREATO CONSULTORIA E PROJETOS LTDA,,,Sim,,,"80,00%",,"12.296.098,53",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005963.zip,14.171.693/0001-90,55.607.777/0001-00,ESTADO DE SAO PAULO,Sim,CONSORCIO DE ESTRUTURACAO DE PARQUES,13/06/2024,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,Estadual,12/06/2029,Não,0197/2024,"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração de PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação de projetos de concessão e demais arranjos de parcerias entre os setores público e privado voltadas para os serviços de uso público e visitação em parques, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS, respeitado o limite de até 15 (quinze) ativos, conforme definição e detalhamento constantes das ESPECIFICAÇÕES TÉCNICAS.","20,00%",Serviço Único,"3.074.024,63","15.370.123,16",PARQUES SP - TIETÊ
,03.902.914/0001-36,,,,,,CREATO CONSULTORIA E PROJETOS LTDA,,,Sim,,,"80,00%",,"12.296.098,53",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004603.zip,26.288.600/0001-90,41.738.065/0001-16,ESTADO DO TOCANTINS,Sim,CONSORCIO PITIGUARI - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0003/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais das Sete Passagens, da Serra do Conduru, Parque Metropolitano de Pituaçu, Parque Zoobotânico Getúlio Vargas e Parque Municipal de São Bartolomeu (BA), Parques Estaduais de Dois Irmãos e Mata da Pimenteira (PE), do Jalapão e do Cantão (TO) nos termos da RFP nº 08/2020 – AGOV/BNDES, abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","33,82%",Serviço Único,"1.211.290,03","3.581.579,03",PARQUES TO - CANTÃO
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"19,64%",,"703.422,12",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"26,18%",,"937.657,39",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"20,36%",,"729.209,49",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004603.zip,26.288.600/0001-90,41.738.065/0001-16,ESTADO DO TOCANTINS,Sim,CONSORCIO PITIGUARI - PARQUES BRASILEIROS,07/01/2021,PLANTAR IDEIAS LTDA,Estadual,06/07/2023,Não,0003/2021,"Serviços necessários à estruturação de concessões de serviços públicos ou de uso de bem público relativos aos Parques Estaduais das Sete Passagens, da Serra do Conduru, Parque Metropolitano de Pituaçu, Parque Zoobotânico Getúlio Vargas e Parque Municipal de São Bartolomeu (BA), Parques Estaduais de Dois Irmãos e Mata da Pimenteira (PE), do Jalapão e do Cantão (TO) nos termos da RFP nº 08/2020 – AGOV/BNDES, abrangendo o apoio à visitação, revitalização, modernização, operação e manutenção dos serviços turísticos nos mesmos, prevendo o custeio de ações de apoio à conservação, proteção e gestão dos referidos parques e buscando promover a ampliação e inovação no escopo de serviços e atrativos disponibilizados ao visitante, possibilitando assim a melhoria contínua na qualidade dos serviços oferecidos.","33,82%",Serviço Único,"1.211.290,03","3.581.579,03",PARQUES TO - JALAPÃO (ANTIGO)
,19.433.220/0001-37,,,,,,"QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS",,,Não,,,"19,64%",,"703.422,12",,
,28.498.811/0001-83,,,,,,VALLYA ADVISORS ASSESSORIA FINANCEIRA LTDA,,,Não,,,"26,18%",,"937.657,39",,
,28.117.411/0001-80,,,,,,SPIN SOLUCOES PUBLICAS INTELIGENTES CONSULTORIA LTDA.,,,Sim,,,"20,36%",,"729.209,49",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003580.zip,00.149.952/0001-71,32.127.329/0001-04,MUNICIPIO DE PELOTAS,Não,CONSORCIO EY/DIAMANTINO/ILUMISUL,19/12/2018,DIAMANTINO ADVOGADOS ASSOCIADOS,Municipal,06/12/2020,Não,0493/2018,"Contratação de serviços técnicos necessários à estruturação de projeto de Parceria Público-Privada (PPP) destinada à modernização, eficientização, expansão, operação e manutenção da infraestrutura da rede de iluminação pública do município de Pelotas - RS.","25,00%",Serviço Único,"232.097,98","928.391,93",PELOTAS IP
,12.917.918/0001-89,,,,,,ILUMISUL SOLUCOES URBANAS E LUMINOTECNICA LTDA,,,Não,,,"35,00%",,"324.937,18",,
,59.527.788/0001-31,,,,,,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,,,Sim,,,"40,00%",,"371.356,77",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005506.zip,33.146.648/0001-20,27.867.764/0001-35,ESTADO DE PERNAMBUCO,Sim,CONSORCIO FATOR/CONCREMAT/VG&P,16/06/2023,CONCREMAT ENGENHARIA E TECNOLOGIA S/A,Estadual,15/06/2026,Não,0153/2023,"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado de Pernambuco, a ser realizada pelo BNDES, conforme especificações constantes do Termo de Especificações Técnicas.","47,74%",Serviço Único,"2.309.449,46","4.837.556,47",PERNAMBUCO - SANEAMENTO - BLOCO 1
,04.000.948/0001-06,,,,,,"VERNALHA, PEREIRA ADVOGADOS",,,Não,,,"24,66%",,"1.192.941,43",,
,33.644.196/0001-06,,,,,,BANCO FATOR S/A,,,Sim,,,"27,60%",,"1.335.165,59",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005506.zip,33.146.648/0001-20,27.867.764/0001-35,ESTADO DE PERNAMBUCO,Sim,CONSORCIO FATOR/CONCREMAT/VG&P,16/06/2023,CONCREMAT ENGENHARIA E TECNOLOGIA S/A,Estadual,15/06/2026,Não,0153/2023,"Prestação dos serviços técnico-consultivos necessários para apoiar a estruturação de projeto de desestatização, mediante participação da iniciativa privada, tendo por escopo a prestação de serviços públicos de abastecimento de água e de esgotamento sanitário em todos os municípios localizados no Estado de Pernambuco, a ser realizada pelo BNDES, conforme especificações constantes do Termo de Especificações Técnicas.","47,74%",Serviço Único,"2.309.449,46","4.837.556,47",PERNAMBUCO - SANEAMENTO - BLOCO 2
,04.000.948/0001-06,,,,,,"VERNALHA, PEREIRA ADVOGADOS",,,Não,,,"24,66%",,"1.192.941,43",,
,33.644.196/0001-06,,,,,,BANCO FATOR S/A,,,Sim,,,"27,60%",,"1.335.165,59",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003492.zip,19.453.651/0001-65,31.789.304/0001-03,MUNICIPIO DE PETROLINA,Sim,CONSORCIO ACCENTURE-MOYSES & PIRES,31/10/2018,MOYSES & PIRES SOCIEDADE DE ADVOGADOS,Municipal,30/04/2023,Não,0421/2018,"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.","25,00%",Serviço Único,"837.497,62","3.349.990,48",PETROLINA IP
,96.534.094/0001-58,,,,,,ACCENTURE DO BRASIL LTDA,,,Sim,,,"75,00%",,"2.512.492,86",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003003.zip,22.833.334/0001-89,29.003.683/0001-12,MUNICIPIO DE PORTO ALEGRE,Não,CONSORCIO HOUER/ RSI/ MACIEL ROCHA,30/10/2017,ALBINO SOCIEDADE DE ADVOGADOS,Municipal,29/12/2020,Não,0481/2017,"A contratação de serviços técnicos especializados necessários à estruturação de projeto de Parceria Público-Privada destinado à modernização, eficientização, expansão, operação e manutenção da infraestrutura da rede de iluminação pública do Município de Porto Alegre - RS","16,66%",Serviço Único,"150.026,69","900.520,34",PORTO ALEGRE IP
,18.578.135/0001-02,,,,,,HOUER ENGENHARIA LTDA,,,Não,,,"34,00%",,"306.176,92",,
,14.171.693/0001-90,,,,,,MACIEL ROCHA SOCIEDADE DE ADVOGADOS,,,Não,,,"16,66%",,"150.026,69",,
,22.111.570/0001-91,,,,,,HOUER CONSULTORIA E CONCESSOES LTDA,,,Sim,,,"32,68%",,"294.290,05",,
https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004112.zip,22.111.570/0001-91,35.826.036/0001-03,MUNICIPIO DE PORTO ALEGRE,Não,CONSORCIO HHMS,17/01/2020,HOUER CONSULTORIA E CONCESSOES LTDA,Municipal,16/09/2024,Não,0418/2019,Contratação de serviços técnicos especializados necessários à delegação dos serviços de saneamento no Município de Porto Alegre - RS.,"17,14%",Serviço Único,"381.577,13","2.226.237,63",PORTO ALEGRE SANEAMENTO
,03.706.936/0001-20,,,,,,MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS,,,Não,,,"31,43%",,"699.706,49",,
,43.483.247/0001-19,,,,,,HIDROCONSULT CONSULTORIA ESTUDOS E PROJETOS LTDA,,,Sim,,,"51,43%",,"1.144.954,01",,
